scenario,year,fuel,household_Mtoe,nonenergy_industries_Mtoe,energy_industries_Mtoe,power_sector_Mtoe,modeled_final_demand_Mtoe,group,final_energy_share_pct
S0_BASELINE,2045,Oil,0.20495130764498368,5.3220142508672446,4090.9238265984914,97.34671275099467,5.526965558512229,ROW_EX_CHINA,0.050581863020065725
S0_BASELINE,2045,Oil_pct,1840.4603006267312,5557.5493403934815,1545.3539312048804,499.47025524179605,7398.009641020212,ROW_EX_CHINA,67.70534506170145
S0_BASELINE,2050,Coal,35.56234953161459,131.24985180651544,365.7764944414416,1530.8102487493206,166.81220133813002,ROW_EX_CHINA,1.3856916613112586
S0_BASELINE,2050,Electricity,855.8962953685399,938.8600745595937,46.100712166969174,115.64072276196657,1794.7563699281336,ROW_EX_CHINA,14.908855083409321
S0_BASELINE,2050,Gas,679.7931832997567,952.7396122980032,857.2692322431526,1888.552080314771,1632.5327955977598,ROW_EX_CHINA,13.561280670899468
S0_BASELINE,2050,Oil,0.22611816415129907,4.961532969437199,4202.112007376177,108.32641338745992,5.187651133588499,ROW_EX_CHINA,0.04309328010745658
S0_BASELINE,2050,Oil_pct,2197.75294689781,6241.148492300391,1784.3682986786862,559.4104576567853,8438.9014391982,ROW_EX_CHINA,70.1010793042725
S1_NO_CN,2017,Coal,32.08202320295461,232.9547187968486,282.66522052482037,1200.1191286294222,265.0367419998032,ROW_EX_CHINA,3.8943568608296597
S1_NO_CN,2017,Electricity,544.3373988148207,1131.3786796616928,61.849246578788836,84.90944784481829,1675.7160784765135,ROW_EX_CHINA,24.622383892050816
S1_NO_CN,2017,Gas,438.25922598964667,991.4433610028634,673.3586064091077,1207.233347145375,1429.70258699251,ROW_EX_CHINA,21.007547997267224
S1_NO_CN,2017,Oil,0.1283435174754329,5.999000154681741,3338.6376889425196,44.057620423354315,6.127343672157175,ROW_EX_CHINA,0.09003303726222311
S1_NO_CN,2017,Oil_pct,866.3839451070996,2562.6947125869397,582.840453022867,233.08726099189488,3429.0786576940395,ROW_EX_CHINA,50.38567821259008
S1_NO_CN,2020,Coal,32.19313066698679,218.54303194701163,297.0629125870026,1209.3671956738513,250.73616261399843,ROW_EX_CHINA,3.4968878369280185
S1_NO_CN,2020,Electricity,583.2845243570555,1179.1159706931,63.38616922285543,89.43477639004611,1762.4004950501555,ROW_EX_CHINA,24.57929000223415
S1_NO_CN,2020,Gas,461.3243936703004,980.8386733592819,699.3310610197224,1242.1983559307314,1442.1630670295824,ROW_EX_CHINA,20.113103891305233
S1_NO_CN,2020,Oil,0.13689651760193577,5.81557233412009,3396.998623601268,46.68456417841289,5.952468851722027,ROW_EX_CHINA,0.08301601057572201
S1_NO_CN,2020,Oil_pct,939.8084113730569,2769.2054804320424,636.6796809855726,244.22464575728148,3709.0138918050993,ROW_EX_CHINA,51.72770225895688
S1_NO_CN,2025,Coal,32.059206801736764,197.72341868783502,286.79487259109976,1428.1748057260643,229.78262548957179,ROW_EX_CHINA,3.152372141290852
S1_NO_CN,2025,Electricity,545.2470097715101,897.6360190127343,47.8190513911056,88.97099771078285,1442.8830287842445,ROW_EX_CHINA,19.794813700077786
S1_NO_CN,2025,Gas,460.1587218204477,964.8083180358585,720.2336325668741,1559.9492389564298,1424.9670398563062,ROW_EX_CHINA,19.54902547192182
S1_NO_CN,2025,Oil,0.14157304713927552,6.226688545988524,3549.326586226061,61.44290491915303,6.3682615931278,ROW_EX_CHINA,0.0873657457427722
S1_NO_CN,2025,Oil_pct,1009.516890291899,3175.6794692319986,758.1826196980562,298.77815713747054,4185.196359523898,ROW_EX_CHINA,57.416422940966775
S1_NO_CN,2030,Coal,32.36963114551778,190.54562854440618,300.29707395694174,1470.338905250328,222.91525968992397,ROW_EX_CHINA,2.811403148810162
S1_NO_CN,2030,Electricity,568.8805050144755,854.9226145523401,43.997453358294266,94.78526423858665,1423.8031195668157,ROW_EX_CHINA,17.956978715606574
S1_NO_CN,2030,Gas,486.2865622442454,993.0442249248622,770.5536141235718,1574.6854374233653,1479.3307871691077,ROW_EX_CHINA,18.65729263651229
S1_NO_CN,2030,Oil,0.15349050388221125,6.098222743588405,3665.2457056030494,66.35931670936111,6.251713247470616,ROW_EX_CHINA,0.07884649231212568
